,1096410,,,,,,Reviews,
59864449,russian,2019.11.15 02:23,✅,✅,0.8061816096,92,"Эта игра, хоть и преподносится авторами, как визуальная новелла, на деле представляет из себя несколько более широкое понятие. Немного рпг, немного детективного квеста и масса чтива, уже на десятой минуте заставляющего незнакомого с вселенной Мира Тьмы лезть в словарь за разъяснением очередного термина. Целиком игра проходится за три-четыре часа, но в игре три стартовых персонажа и масса веток в диалогах, зависящих от выбора игрока, и, скорее всего, игру захочется перепройти. На конечную цель диалоги не влияют, финальные сцены будут неизменны, но конец тут не так важен. А вот ход повествования изменяется. Игру определенно можно порекомендовать для ознакомления.",
59864332,greek,2019.11.15 02:21,✅,✅,0.5,0,Absolutely Captivating!!!,
59863894,english,2019.11.15 02:12,❌,✅,0.5405728221,3,"Alright i want to make clear that this is just my personal opinion....
i was really looking forward to this game, because i really enjoyed the old Vampire the Masquerade: Bloodlines...alas, its one of the largest disappointments i had in recent years. Why? Here the reasons:
1. There are only 3 of the clans available, and they are even gender and appearance locked
2. The story felt a bit inconsistent at times, especially near the end
3. it was short, like really short. not even 4 hours of gameplay.
this had so much potential, but what we finally got is a pretty sad example for a visual novel, even worse for such a well known lore. With the lack of character options it was really difficult to get immersed into the story and many of the choices given felt like any is a bad choice. All in all the story itself feels very rushed with the short timeframes and overall time is also much to short. The devs should have definetly taken more time to make this game, put in more variety, options and most important, a longer storyline.","Alright i want to make clear that this is just my personal opinion....
i was really looking forward to this game, because i really enjoyed the old Vampire the Masquerade: Bloodlines...alas, its one of the largest disappointments i had in recent years. Why? Here the reasons:
1. There are only 3 of the clans available, and they are even gender and appearance locked
2. The story felt a bit inconsistent at times, especially near the end
3. it was short, like really short. not even 4 hours of gameplay.
this had so much potential, but what we finally got is a pretty sad example for a visual novel, even worse for such a well known lore. With the lack of character options it was really difficult to get immersed into the story and many of the choices given felt like any is a bad choice. All in all the story itself feels very rushed with the short timeframes and overall time is also much to short. The devs should have definetly taken more time to make this game, put in more variety, options and most important, a longer storyline."
59863764,french,2019.11.15 02:09,❌,✅,0.6690580845,13,Les choix du personnage n'ont aucune influence sur l'histoire.,
59862293,english,2019.11.15 01:43,✅,✅,0.5,0,"Its a good game that loses replay value.
If you love VTM you will enjoy the nuansces of this game but its held back by the shortness of the story and the fact that the game doesn't really expect you to make certain decions (like recruiting all coterie members) or feeding rarely so as to avoid attracting attention. But it was still a decent game and worth the reduced price.","Its a good game that loses replay value.
If you love VTM you will enjoy the nuansces of this game but its held back by the shortness of the story and the fact that the game doesn't really expect you to make certain decions (like recruiting all coterie members) or feeding rarely so as to avoid attracting attention. But it was still a decent game and worth the reduced price."
59862278,english,2019.11.15 01:43,✅,✅,0.5438839197,4,If you enjoy visual novels and Vampire: The Masquerade then you will probably enjoy this.,If you enjoy visual novels and Vampire: The Masquerade then you will probably enjoy this.
59861491,french,2019.11.15 01:27,❌,✅,0.7604513764,30,"Vendre ce jeu comme un visual novel à choix multiples qui influent sur une fin en apothéose c'est du mensonge pur et simple. Le scénario principal est très linéaire, minuté et mène toujours au même point. Refaire le jeu en changeant de personnage amène très peu de nouveautés.
Des personnages tout de même très intéressants et bien écrits bien que certains laissent un goût d'inachevé.  Visuellement c'est plutôt chouette bien que les décors sont souvent redondants. Les histoires secondaires sont bien écrites mais au final elles ne servent à rien !  A se demander pourquoi le jeu s'appelle COTERIES de NY.
J'adore l'univers de Vampire the Masquerade mais là c'est pas possible de recommander ce jeu en l'état.",
59858064,english,2019.11.15 00:24,❌,✅,0.5012165308,1,I can't get this game to even run.  It opens to a blank screen with a cursor and no menu options.  There are several other people with similar problems in the forum and it seems the devs don't care enough to even reply.  save your money.  it was running in the background overnight and i am unable to even get a refund for a game i haven't even seen the opening menu to.,I can't get this game to even run.  It opens to a blank screen with a cursor and no menu options.  There are several other people with similar problems in the forum and it seems the devs don't care enough to even reply.  save your money.  it was running in the background overnight and i am unable to even get a refund for a game i haven't even seen the opening menu to.
59858059,english,2019.11.15 00:24,✅,✅,0.5,0,"Thick theme, atmosphere, iIncludes the horrorous WoD feeling. Shame the story was not very modular and the feel of agency pretty low. Anyways, I hope more games from V:tM appear soon.","Thick theme, atmosphere, iIncludes the horrorous WoD feeling. Shame the story was not very modular and the feel of agency pretty low. Anyways, I hope more games from V:tM appear soon."
59857894,english,2019.11.15 00:20,✅,✅,0.5,0,"A solid visual novel with about 5.5-6 hours of story if you main-line it. Several side quests and tight dialog choices hint at replayability to seek out all the secrets. I intend to jump back in soon, choosing a different clan and a different approach to the characters. 

I'd say it's a must if you're already into the World of Darkness/Vampire the Masquerade setting. It's probably going to have limited appeal otherwise.","A solid visual novel with about 5.5-6 hours of story if you main-line it. Several side quests and tight dialog choices hint at replayability to seek out all the secrets. I intend to jump back in soon, choosing a different clan and a different approach to the characters. 

I'd say it's a must if you're already into the World of Darkness/Vampire the Masquerade setting. It's probably going to have limited appeal otherwise."
59857660,english,2019.11.15 00:16,✅,✅,0.5238095522,1,"В ожидании VtMB2 можно скоротать вечерок другой за данной игрой. Читать придется много (только на английском!) но язык вполне простой и понятный (в отличие от Disco Elysium). История вролне интригующая, персонажи очень интересные.
Минусы. Даже в играх Telltale (не говоря уже Life is Strange, Until Dawn и играх от Quantic Dream) есть нарисованый трехмерный мир. Тут же этого нет. Только двумерная картика и текст объясняющий что происходит. Я даже боюсь мечтать о том какой атмосферной получилась бы эта игра будь все описанные (именно описанные!) в ней локации реализированы в 3D. Но что есть - то есть.
Играть если
1) вам интересен мир тьмы, а VtMB пройден вдоль и поперек
2) вам интересны интерактивные (или псевдо-интерактивные) приключения
3) Вы способны представлять себе мир по текстовому описанию
4) Обладаете хотя бы средним знанием английского","В ожидании VtMB2 можно скоротать вечерок другой за данной игрой. Читать придется много (только на английском!) но язык вполне простой и понятный (в отличие от Disco Elysium). История вролне интригующая, персонажи очень интересные.
Минусы. Даже в играх Telltale (не говоря уже Life is Strange, Until Dawn и играх от Quantic Dream) есть нарисованый трехмерный мир. Тут же этого нет. Только двумерная картика и текст объясняющий что происходит. Я даже боюсь мечтать о том какой атмосферной получилась бы эта игра будь все описанные (именно описанные!) в ней локации реализированы в 3D. Но что есть - то есть.
Играть если
1) вам интересен мир тьмы, а VtMB пройден вдоль и поперек
2) вам интересны интерактивные (или псевдо-интерактивные) приключения
3) Вы способны представлять себе мир по текстовому описанию
4) Обладаете хотя бы средним знанием английского"
59855715,english,2019.11.14 23:42,❌,✅,0.519230783,1,"Pros
-Good sound design
-Fitting art design for the setting
-Interesting characters
-Very well versed in the lore of VtR

Cons
-Lack of real character customization
-Context for your choices are severely lacking
-Story railroads very hard; normally I'm not picky about this, but it's egregious in a ""choose your own adventure"" game since that's the only real game play.

I really tried to like this game, but after failing every single story point for the first try it started to get on my nerves. There isn't enough context to the answers you're given. A lot of the time the game gives you 3 options for choices ""Correct"" at the top, ""Incorrect"" second choice, and ""Wild-Card"" on the third. Sometimes it'll throw a power use in the third slot. 

But the real problem isn't just lack of clarity, it's a lack of reward. Your responses don't typically carry any weight, and they won't be remembered either. You'll just get railroaded into the next act of a story unless you mess up bad enough to fail.  The best you can hope for in most cases is an ""Attaboy"" in the next response you get, and the worst kills you or fails a plot line bad enough that you restart the game from the beginning forcing you to click through 10 minutes of continue boxes.

The game unfortunately isn't a ""Choose your own adventure"", it's an unforgiving roulette of trial and error. 
","Pros
-Good sound design
-Fitting art design for the setting
-Interesting characters
-Very well versed in the lore of VtR

Cons
-Lack of real character customization
-Context for your choices are severely lacking
-Story railroads very hard; normally I'm not picky about this, but it's egregious in a ""choose your own adventure"" game since that's the only real game play.

I really tried to like this game, but after failing every single story point for the first try it started to get on my nerves. There isn't enough context to the answers you're given. A lot of the time the game gives you 3 options for choices ""Correct"" at the top, ""Incorrect"" second choice, and ""Wild-Card"" on the third. Sometimes it'll throw a power use in the third slot. 

But the real problem isn't just lack of clarity, it's a lack of reward. Your responses don't typically carry any weight, and they won't be remembered either. You'll just get railroaded into the next act of a story unless you mess up bad enough to fail.  The best you can hope for in most cases is an ""Attaboy"" in the next response you get, and the worst kills you or fails a plot line bad enough that you restart the game from the beginning forcing you to click through 10 minutes of continue boxes.

The game unfortunately isn't a ""Choose your own adventure"", it's an unforgiving roulette of trial and error. 
"
59855044,english,2019.11.14 23:31,❌,✅,0.5249130726,2,"I am a HUGE fan of the ""world of darkness""
There is some deep dialogue and an okay music, i personally loved the dynamic backgrounds
But! with all that in mind
the game is barely okay...
Its rushed, out of 13 clans you have in this world, you get to play the most boring of them.
(give me : Malk,Nosferatu or other not yet touched classes ) and choices just don't change much
its either u get the companion or not, that's all
Might be getting some background on V5 but just not enough to make me more excited about Bloodlines 2 
5/10 - gonna get all achievements anyway
","I am a HUGE fan of the ""world of darkness""
There is some deep dialogue and an okay music, i personally loved the dynamic backgrounds
But! with all that in mind
the game is barely okay...
Its rushed, out of 13 clans you have in this world, you get to play the most boring of them.
(give me : Malk,Nosferatu or other not yet touched classes ) and choices just don't change much
its either u get the companion or not, that's all
Might be getting some background on V5 but just not enough to make me more excited about Bloodlines 2 
5/10 - gonna get all achievements anyway
"
59854474,english,2019.11.14 23:20,❌,✅,0.5671132207,7,"While I enjoyed the game, I feel like it promised more than it delivered. It's a very short game (~3 hours), and the touted replayability seems superficial at best.

The good: 
Beautiful artwork
Very atmospheric
Well-written and engaging plot

The bad: 
I would have loved to see more vampire abilities being used. Most abilities only saw use once or twice, and the blood mechanic never really came into play for me.
Most choices you make seem to have very little impact.
It lacks an option to show text without delay, forcing me to double-click enter constantly, sometimes resulting in me picking an option by mistake. 
It doesn't have a ""skip text"" option, which is honestly mandatory in a visual novel that wants you to replay it.

Overall, I don't regret buying and playing it, but I wish there was a bit more of it. I can't recommend it unless you are already a fan of Vampire the Masquerade and/or you really like visual novels.","While I enjoyed the game, I feel like it promised more than it delivered. It's a very short game (~3 hours), and the touted replayability seems superficial at best.

The good: 
Beautiful artwork
Very atmospheric
Well-written and engaging plot

The bad: 
I would have loved to see more vampire abilities being used. Most abilities only saw use once or twice, and the blood mechanic never really came into play for me.
Most choices you make seem to have very little impact.
It lacks an option to show text without delay, forcing me to double-click enter constantly, sometimes resulting in me picking an option by mistake. 
It doesn't have a ""skip text"" option, which is honestly mandatory in a visual novel that wants you to replay it.

Overall, I don't regret buying and playing it, but I wish there was a bit more of it. I can't recommend it unless you are already a fan of Vampire the Masquerade and/or you really like visual novels."
59844118,polish,2019.11.14 20:26,✅,✅,0.5,3,"A great introduction to VtM. Good characters, excellent mood - sadly its very, very short so you might want to wait for a discount.",
59842551,english,2019.11.14 20:01,✅,✅,0.4782608747,0,"To anyone who's exerienced world of darkness at the peak of it's writing, this is it. Tense, serene, sensueal this game is everything great about Vampire the Masquerade, I've been waiting years for VTMB2 but I wouldn't be suprised if I end up liking this more.","To anyone who's exerienced world of darkness at the peak of it's writing, this is it. Tense, serene, sensueal this game is everything great about Vampire the Masquerade, I've been waiting years for VTMB2 but I wouldn't be suprised if I end up liking this more."
59839235,english,2019.11.14 19:09,✅,❌,0.5,0,"I received this game as a gift from a dear friend, and I'm thoroughly grateful to them for it.

Coteries of New York is a beautiful VN with an interesting story and compelling, unique characters. I had a lot of fun and don't regret my time playing it at all. Unfortunately, for a game that amounts to a slideshow (if an enjoyable and elegantly-crafted one), the lack of quality control is painfully present. It's a good game. You should buy it. You should play it. Despite some disappointments you'll probably enjoy it. Waiting for it to go on sale and paying less money for it is an appropriate and proportionate response to its unpolished release.

That's the short review. To get into the weeds about it...

Sometimes decision options appear as dialogue and the decision prompt is just skipped. Some decision options lack the appropriate bullet symbols. Narrative description (normally in italics) occasionally appears as dialogue and vice versa. Sometimes a character's portrait will appear when you're the one speaking. Worst of all, some rare typos completely shatter the immersion- in one especially egregious example, during the hostile branch of the Stalker quest, the hyperlinks to the dictionary aren't labeled correctly, so the text has square brackets with numbers indicating the dictionary indicies. In another, the word ""blood"" is replaced with simply ""bl"".

I'm not asking someone to test every map boundary surface in Dark Souls for out-of-bounds glitches here. I'm saying in a VN, it should not be unreasonable for one person (and maybe not even the same person) to read every single dialogue slide and make sure the formatting is correct, there are no typos or code glitches, and the portraits show up when they're supposed to. In the scope of the product, this is not a big ask.

As for the ""twist"" ending, I wouldn't go so far as to describe it as ""insulting,"" as other reviewers have, so much as a borderline non-sequitor. It's on par with ""The Dog Was The Villain"" as far as tropes go. That your decisions make zero difference in the ending is disappointing, but I wasn't angry so much as confused. The game just dumps a bunch of plot and ends. You can experience nearly all of the game's content in six hours, which is not bad for a story, but brings me to one final complaint:

This is a visual novel. Fifteen years ago I played my first visual novel. It had a button to skip dialogue I had seen before on previous plays and to stop when new text was shown. Why do I have to mash the mouse button through literal pages of text that do not change in the slightest between play-throughs? The intro monologue and the ending are both the worst offenders, but by no means the only ones. When you are trying to find content that requires perfect execution (which in some cases can be impossible to do blind, necessitating multiple plays) it's an absolute drag to have to wade through text that doesn't change. 

That the ""reward"" is often the new content having no bearing on the plot is a separate, but lesser issue.","I received this game as a gift from a dear friend, and I'm thoroughly grateful to them for it.

Coteries of New York is a beautiful VN with an interesting story and compelling, unique characters. I had a lot of fun and don't regret my time playing it at all. Unfortunately, for a game that amounts to a slideshow (if an enjoyable and elegantly-crafted one), the lack of quality control is painfully present. It's a good game. You should buy it. You should play it. Despite some disappointments you'll probably enjoy it. Waiting for it to go on sale and paying less money for it is an appropriate and proportionate response to its unpolished release.

That's the short review. To get into the weeds about it...

Sometimes decision options appear as dialogue and the decision prompt is just skipped. Some decision options lack the appropriate bullet symbols. Narrative description (normally in italics) occasionally appears as dialogue and vice versa. Sometimes a character's portrait will appear when you're the one speaking. Worst of all, some rare typos completely shatter the immersion- in one especially egregious example, during the hostile branch of the Stalker quest, the hyperlinks to the dictionary aren't labeled correctly, so the text has square brackets with numbers indicating the dictionary indicies. In another, the word ""blood"" is replaced with simply ""bl"".

I'm not asking someone to test every map boundary surface in Dark Souls for out-of-bounds glitches here. I'm saying in a VN, it should not be unreasonable for one person (and maybe not even the same person) to read every single dialogue slide and make sure the formatting is correct, there are no typos or code glitches, and the portraits show up when they're supposed to. In the scope of the product, this is not a big ask.

As for the ""twist"" ending, I wouldn't go so far as to describe it as ""insulting,"" as other reviewers have, so much as a borderline non-sequitor. It's on par with ""The Dog Was The Villain"" as far as tropes go. That your decisions make zero difference in the ending is disappointing, but I wasn't angry so much as confused. The game just dumps a bunch of plot and ends. You can experience nearly all of the game's content in six hours, which is not bad for a story, but brings me to one final complaint:

This is a visual novel. Fifteen years ago I played my first visual novel. It had a button to skip dialogue I had seen before on previous plays and to stop when new text was shown. Why do I have to mash the mouse button through literal pages of text that do not change in the slightest between play-throughs? The intro monologue and the ending are both the worst offenders, but by no means the only ones. When you are trying to find content that requires perfect execution (which in some cases can be impossible to do blind, necessitating multiple plays) it's an absolute drag to have to wade through text that doesn't change. 

That the ""reward"" is often the new content having no bearing on the plot is a separate, but lesser issue."
59836018,english,2019.11.14 18:17,✅,✅,0.5,0,An intriguing way to learn about lore of the vampire's side of world of darkness. Doesn't have any real mechanics outside visual novel stuff so I'm not certain why it references the 5e rulebook. Won't help with learning the tabletop game but has a very compelling story and guides you into a background understanding of the setting. Can see it taking up multiple playthroughs easily enough.,An intriguing way to learn about lore of the vampire's side of world of darkness. Doesn't have any real mechanics outside visual novel stuff so I'm not certain why it references the 5e rulebook. Won't help with learning the tabletop game but has a very compelling story and guides you into a background understanding of the setting. Can see it taking up multiple playthroughs easily enough.
59834251,russian,2019.11.14 17:47,✅,✅,0.5993298292,7,"Плюсы:
1. Отлично показана атмосфера Маскарада
2. Музыка (не так чтобы прямо в душу западала, но на атмосферу играет хорошо)
3. Арты персонажей (выполнены качественно и отлично подходят под сеттинг Мира Тьмы)
4. Для новичков Маскарада в игре есть маленькая энциклопедия, где раскрываются некоторые термины Сородичей, которые используются в диалогах.
5. Сойдет как закуска перед Bloodlines 2.
6. Можно побывать в шкуре модератора кам-шоу. [spoiler]Да и Хоуп, как персонаж больше остальных понравилась.[/spoiler]
7. Одна не-жизнь на персонажа (ГГ - это недавно обращенный птенец, поэтому нужно трезво оценивать свои силы в возможных битвах и следить за своим языком, когда говоришь с более старшими Сородичами). Окончательная смерть может таится буквально за каждым необдуманным выбором.

Минусы:
1. Игра только на английском (хотя язык в игре простой и базовых знаний должно хватит с лихвой для понимания сюжета).
2. Часто повторяющиеся задники.
3. Игра ужасно короткая. Начал выполнять побочные квесты постепенно, в итоге не завершил ни одного, как моего персонажа кинули сразу на финальный акт.
4. Лично я нее совсем понимаю смысла слова Котерии в названии игры. [spoiler]Нашему неонату чуть ли не на третий день своей не-жизни предлагают собрать в команду других таких же ""молодых"" Сородичей. Однако всех собрать все равно не получится, да и по итогу они все равно никакой роли в общем сюжете не играют (по крайней мере в моей истории было так).[/spoiler]
5. Немного разочарован тем, как из ужасных на внешность Носферату превратили во вполне ""человечных"" вампиров.
6. За ночь ГГ может сделать только два дела (и то, иногда автоматом запускается сюжетная ветка, которая забирает у персонажа половину ночи). Хотелось бы увеличить количество игровых ночей в игре, чтобы выполнить больше квестов.
7. Сюжет обрывается на полуслове, историю можно было и дальше развить.

PS: брать за фулл-прайс точно не стоит, но по скидке и для ознакомления со Вселенной Маскарада можно и приобрести.",
59832589,english,2019.11.14 17:21,✅,✅,0.5097058415,4,"A dark, rich and well written Vampire the Masquerade visual novel for those both old and new to the World of Darkness.  Welcome to the first night of the rest of your unlife fledgling...","A dark, rich and well written Vampire the Masquerade visual novel for those both old and new to the World of Darkness.  Welcome to the first night of the rest of your unlife fledgling..."
59826444,spanish,2019.11.14 15:35,✅,✅,0.5061728358,3,"Muy buen juego. Espero que en el futuro, pongan mas clanes jugables. La única pega que le pongo es su corta duración, pero eso en parte se debe a que lo disfruto tanto que quiero más. Personajes muy interesantes, y como no, los Malkavian nunca decepcionan.",
59821499,english,2019.11.14 14:02,❌,✅,0.5342993736,5,"Despite the fact that I enjoyed my time in this visual novel, I can't recommend it to others.  This short story set in the World of Darkness is meant to slake my thirst until Bloodlines 2 releases, and I can't help but feel a little disappointed with what I bit into here.  A couple things really detracted from my enjoyment of this product.

For starters, there are mistakes everywhere.  I don't think this thing made a single pass through any sort of quality assurance.  The plague of typos and the glaring errors in the branching story are a big problem when the major draw is the writing.  This is a pretty shallow dip into the setting, too.  I almost felt like I was playing a demo.  The whole thing feels abbreviated somehow.  It's almost as if there was meant to be something more but the project was aborted early on, or rushed out.

One playthrough is enough.  The additional clans really don't add much value here.  The music, the art, and the overall story are fine.  I do wish more care was taken with this property that I love so dearly.  Safely skip this offering.  Wait with fingers crossed for Bloodlines 2, or just buy the table top rpg.","Despite the fact that I enjoyed my time in this visual novel, I can't recommend it to others.  This short story set in the World of Darkness is meant to slake my thirst until Bloodlines 2 releases, and I can't help but feel a little disappointed with what I bit into here.  A couple things really detracted from my enjoyment of this product.

For starters, there are mistakes everywhere.  I don't think this thing made a single pass through any sort of quality assurance.  The plague of typos and the glaring errors in the branching story are a big problem when the major draw is the writing.  This is a pretty shallow dip into the setting, too.  I almost felt like I was playing a demo.  The whole thing feels abbreviated somehow.  It's almost as if there was meant to be something more but the project was aborted early on, or rushed out.

One playthrough is enough.  The additional clans really don't add much value here.  The music, the art, and the overall story are fine.  I do wish more care was taken with this property that I love so dearly.  Safely skip this offering.  Wait with fingers crossed for Bloodlines 2, or just buy the table top rpg."
